icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
4,pre_label_token,park-country,train,activation,5.871240615844727,11.182840347290039,123,50,Pelister National Park,North Macedonia,335,Tofua National Park,Tonga,55,:,predictive_token
4,pre_label_token,park-country,train,activation,6.792262554168701,12.04117488861084,124,180,Belasitsa Nature Park,Bulgaria,103,Khao Yai National Park,Thailand,55,:,predictive_token
4,pre_label_token,park-country,train,activation,5.619113922119141,12.561887741088867,125,355,Tarangire National Park,Tanzania,452,Nxai Pan National Park,Botswana,51,:,predictive_token
4,pre_label_token,park-country,train,activation,6.938586711883545,13.371087074279785,126,454,Ajloun Forest Reserve,Jordan,496,Tazekka National Park,Morocco,56,:,predictive_token
4,pre_label_token,park-country,train,activation,5.471162796020508,11.907997131347656,127,336,Arli National Park,Burkina Faso,231,Carrasco National Park,Bolivia,49,:,predictive_token
4,pre_label_token,park-country,train,activation,7.071626663208008,12.3861722946167,128,124,Alitash National Park,Ethiopia,453,Obo National Park,Sao Tome and Principe,51,:,predictive_token
4,pre_label_token,park-country,train,activation,7.322229385375977,14.726784706115723,129,105,Loango National Park,Gabon,507,Fazao-Malfakassa National Park,Togo,63,:,predictive_token
4,pre_label_token,park-country,train,function_vector,9.333069801330566,7.612668037414551,,,,,,,,,,
4,pre_label_token,english-german,train,activation,-9.084558486938477,-23.57927894592285,0,61,fourth,vierte,2603,nonsense,Unsinn,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.732466697692871,-25.478458404541016,1,2937,clothing,kleidung,2843,roll,brötchen,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.852222442626953,-29.445858001708984,2,227,moments,Momente,358,neighboring,nachbarlich,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.992042541503906,-27.434032440185547,3,2256,protests,proteste,3388,alleged,angeblich,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.738405227661133,-22.992664337158203,4,979,concert,konzert,3077,eliminated,eliminiert,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.179404258728027,-24.329505920410156,5,477,edit,bearbeiten,2638,games,spiele,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.043149948120117,-25.470109939575195,6,947,registered,registriert,1955,sisters,schwestern,35,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.1036529541015625,-23.84659194946289,7,2577,contribution,beitrag,2437,cup,tasse,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.381303787231445,-25.873449325561523,8,839,burns,verbrennungen,1191,contrast,Kontrast,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.566949844360352,-26.128856658935547,9,1980,rail,schienen,1323,planning,planung,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.113064765930176,-26.926610946655273,10,3539,going,gehen,607,sword,schwert,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.360034942626953,-23.44933319091797,11,3257,brunswick,Braunschweig,2906,issue,problem,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.450492858886719,-23.84920883178711,12,1804,president,präsident,1749,passion,leidenschaft,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.273412704467773,-28.292205810546875,13,1888,patients,Patienten,2146,downtown,innenstadt,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.529026031494141,-24.374408721923828,14,274,recognition,Anerkennung,2293,chancellor,kanzler,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.020390510559082,-22.254056930541992,15,2841,characteristics,eigenschaften,3471,inclusion,Einschluss,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.692991256713867,-29.794363021850586,16,2155,ride,fahren,1776,doctor,arzt,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.012022972106934,-26.37130355834961,17,1873,complaint,beschwerde,118,significantly,bedeutend,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.187843322753906,-24.16445541381836,18,3462,maker,hersteller,1437,muslims,Muslime,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.143745422363281,-30.72073745727539,19,1559,holiday,Urlaub,2825,compete,wettbewerben,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.007177352905273,-26.275056838989258,20,1449,exhibition,Ausstellung,2909,populations,bevölkerungen,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-11.403825759887695,-31.839797973632812,21,2039,print,drucken,667,has,hat,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.429905891418457,-24.294605255126953,22,767,named,benannt,2597,turning,drehen,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.549619197845459,-23.572494506835938,23,2529,broke,gebrochen,2002,distribution,Verteilung,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.705121040344238,-23.498577117919922,24,1162,husband,Ehemann,3007,vladimir,Wladimir,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.873512268066406,-30.744380950927734,25,2278,before,vorher,2529,broke,gebrochen,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.471235275268555,-25.78704833984375,26,2362,click,klicken,1747,ruled,beherrscht,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.260675430297852,-21.066848754882812,27,2268,paint,farbe,641,madagascar,Madagaskar,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.461060523986816,-26.619667053222656,28,3233,minor,minderjähriger,2525,demanded,gefordert,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.878305435180664,-24.869041442871094,29,735,promotion,Beförderung,110,knights,ritter,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.72498607635498,-25.57935333251953,30,3334,gradually,allmählich,1034,receives,erhält,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.413943290710449,-26.938329696655273,31,1053,editor,redakteur,25,argument,streit,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.314396858215332,-23.647518157958984,32,832,twenty,zwanzig,2174,even,sogar,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.914319038391113,-21.13277816772461,33,2457,important,wichtig,2072,coach,Trainer,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.977693557739258,-27.110607147216797,34,2108,carrier,Träger,986,lacking,fehlend,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.994199752807617,-30.481689453125,35,2403,popular,beliebt,3373,capable,fähig,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.446778297424316,-16.953462600708008,36,2188,raiders,Räuber,2044,descendants,nachkommen,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.746768951416016,-22.148849487304688,37,1056,cloud,wolke,1075,wizard,zauberer,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.810026168823242,-25.27092742919922,38,2963,addresses,adressen,2848,runway,Landebahn,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.381786346435547,-23.714893341064453,39,1223,moon,mond,1672,continent,kontinent,45,:,predictive_token
4,pre_label_token,english-german,train,activation,-11.044612884521484,-31.041671752929688,40,1692,california,Kalifornien,1652,mess,Durcheinander,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.529253005981445,-26.80411148071289,41,3326,penalty,Strafe,2135,reduce,reduzieren,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.856207847595215,-23.04041290283203,42,1017,closure,Schluss,1543,employment,beschäftigung,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.8770976066589355,-26.652984619140625,43,1349,cartoon,zeichentrickfilm,919,fluid,Flüssigkeit,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.614957809448242,-25.10931396484375,44,3398,crown,krone,2991,resolved,gelöst,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.86875057220459,-24.450584411621094,45,2410,populated,bevölkert,1442,remarkable,bemerkenswert,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.079380035400391,-19.951385498046875,46,3506,belgian,belgisch,1190,dutch,niederländisch,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.964982509613037,-21.532804489135742,47,1376,bicycle,Fahrrad,1308,means,bedeutet,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.188679695129395,-26.54216957092285,48,3332,wood,holz,1369,maps,karten,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.839774131774902,-21.411264419555664,49,3167,career,karriere,453,recipient,Empfänger,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.494098663330078,-21.635692596435547,50,1026,abandoned,verlassen,2988,teen,Jugendlicher,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.735383987426758,-28.18901824951172,51,327,struggle,kampf,1922,preserved,konserviert,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.011781692504883,-23.597637176513672,52,34,script,Drehbuch,1175,airline,Fluggesellschaft,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-4.95966911315918,-21.333126068115234,53,2778,hoped,gehofft,940,survivors,Überlebende,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.652239799499512,-26.588348388671875,54,532,faces,Gesichter,173,assisted,unterstützt,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.109399795532227,-23.046701431274414,55,1765,eight,acht,1147,licensing,Lizenzierung,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.42216682434082,-28.718727111816406,56,1637,damaged,beschädigt,2576,reconnaissance,aufklärung,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-4.023722171783447,-17.845436096191406,57,2758,utility,Nützlichkeit,809,texts,texte,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.1479926109313965,-24.548343658447266,58,708,lighting,beleuchtung,23,networks,Netzwerke,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.326512336730957,-25.512025833129883,59,1175,airline,Fluggesellschaft,2978,what,was,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.036148071289062,-26.840232849121094,60,1850,seemingly,scheinbar,2382,remarks,bemerkungen,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.966705322265625,-25.067535400390625,61,2915,quantity,Menge,1426,dollars,Dollar,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.272920608520508,-24.129579544067383,62,1197,opportunities,möglichkeiten,2595,hamlet,Dorf,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.696096420288086,-21.027219772338867,63,98,reference,Referenz,2647,dog,hund,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.503515243530273,-22.552452087402344,64,1051,damage,schaden,3311,approved,genehmigt,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.870138168334961,-26.13035011291504,65,1948,earliest,frühestens,2173,papers,papiere,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.167926788330078,-25.537464141845703,66,2623,starts,sterne,984,cards,karten,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.430620193481445,-25.28341293334961,67,2008,drawings,zeichnungen,1460,metres,meter,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.435548782348633,-12.973733901977539,68,3305,air,luft,3451,motors,motoren,51,:,predictive_token
4,pre_label_token,english-german,train,activation,-3.0992660522460938,-15.954208374023438,69,886,against,gegen,2055,piano,klavier,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.22782039642334,-31.416351318359375,70,3269,photo,foto,2280,practice,üben,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.363626480102539,-25.927383422851562,71,1001,details,Einzelheiten,2135,reduce,reduzieren,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.810396194458008,-28.557456970214844,72,2057,perform,aufführen,3310,heaven,himmel,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.046878814697266,-27.965309143066406,73,2931,interests,interessen,1177,mountain,berg,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.692810535430908,-25.642356872558594,74,536,february,Februar,104,series,serie,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-4.860452651977539,-16.877031326293945,75,817,releases,Veröffentlichungen,3292,zealand,Neuseeland,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.112788200378418,-19.54550552368164,76,1192,probability,wahrscheinlichkeit,3503,tales,geschichten,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.135488510131836,-24.500404357910156,77,2494,conversion,umwandlung,1055,joke,witz,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-13.661334037780762,-35.096641540527344,78,395,accuracy,Genauigkeit,1830,grown,gewachsen,36,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.241697311401367,-27.692279815673828,79,1299,binding,Bindung,1158,claiming,beanspruchung,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.6480712890625,-29.354110717773438,80,1293,ends,enden,2050,remove,entfernen,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.967203140258789,-24.636756896972656,81,996,sad,traurig,337,youth,jugend,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.821089744567871,-26.59842300415039,82,1809,comedian,Komiker,2703,stolen,gestohlen,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.0327253341674805,-25.706571578979492,83,515,further,weiter,1426,dollars,Dollar,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.504870414733887,-30.62368392944336,84,163,roots,wurzeln,3273,address,adresse,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.62014627456665,-19.927671432495117,85,2641,foods,lebensmittel,523,seminary,seminar,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.02479076385498,-32.49613952636719,86,3007,vladimir,Wladimir,134,very,sehr,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.824789047241211,-23.30412483215332,87,180,congress,Kongress,1248,extended,erweitert,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-11.03531265258789,-29.42095184326172,88,3342,skin,haut,1319,impression,Eindruck,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.151910781860352,-28.32478141784668,89,11,range,reichweite,1808,dispute,streit,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.361276626586914,-24.286170959472656,90,3231,birds,vögel,626,kazakhstan,Kasachstan,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.198787689208984,-26.218509674072266,91,2553,examination,Prüfung,1751,commissioner,Kommissar,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.64108657836914,-30.899219512939453,92,1984,saints,heilige,2072,coach,Trainer,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.032340049743652,-22.484477996826172,93,714,declaration,erklärung,2200,centuries,Jahrhunderte,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.034364700317383,-24.43006706237793,94,3435,burning,brennend,973,egypt,Ägypten,39,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.203763961791992,-29.52008056640625,95,1445,operational,betriebsbereit,444,writers,schriftsteller,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.1303229331970215,-25.085769653320312,96,2277,annual,jährlich,2037,earn,verdienen,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.870070457458496,-30.46929931640625,97,1669,contribute,beitragen,2154,canyon,Schlucht,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.890165328979492,-23.29916763305664,98,2056,measures,maßnahmen,2765,false,falsch,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.995643615722656,-23.48528289794922,99,295,because,weil,559,accused,beschuldigt,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.687152862548828,-24.353776931762695,100,1440,structure,struktur,1315,relative,verwandter,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.031294822692871,-20.194488525390625,101,2532,dissolved,aufgelöst,2317,arabic,arabisch,46,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.899778366088867,-28.75478172302246,102,1501,actually,tatsächlich,2233,diocese,bistum,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.725997924804688,-25.220558166503906,103,2875,relocated,umgesiedelt,2990,sergeant,feldwebel,45,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.781915664672852,-26.60342788696289,104,263,infection,Infektion,1759,decides,entscheidet,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.8914384841918945,-22.458351135253906,105,1816,celebrate,feiern,34,script,Drehbuch,48,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.455254554748535,-27.087684631347656,106,851,aids,Hilfe,1274,revenue,einnahmen,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.57790756225586,-28.642051696777344,107,162,architectural,architektonisch,2077,increase,erhöhen,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.3608808517456055,-26.09104347229004,108,18,turkey,Truthahn,3086,advisory,Beratung,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.2419023513793945,-23.674034118652344,109,2865,reasonable,vernünftig,3234,older,älter,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.96084976196289,-28.633544921875,110,1573,attempt,versuch,827,say,sagen,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.656984329223633,-23.197662353515625,111,1627,roles,Rollen,1997,samples,proben,43,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.650599479675293,-30.138259887695312,112,3123,handling,Handhabung,3487,executive,geschäftsführer,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.410933971405029,-26.1237735748291,113,1661,already,bereits,3079,repeat,wiederholen,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.35561752319336,-27.958354949951172,114,3593,spots,flecken,2299,carbon,Kohlenstoff,37,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.774255752563477,-27.197856903076172,115,789,member,mitglied,2233,diocese,bistum,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-5.932188510894775,-20.19881820678711,116,1787,shoulder,schulter,105,phoenix,Phönix,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.497407913208008,-26.715816497802734,117,537,chamber,kammer,1282,enable,aktivieren,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-6.6483893394470215,-24.57917594909668,118,1519,sexual,sexuell,2676,arbitration,Schlichtung,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.298944473266602,-28.733367919921875,119,753,next,nächster,2787,invented,erfunden,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.520920753479004,-28.545623779296875,120,1983,team,mannschaft,413,proposed,vorgeschlagen,42,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.636702537536621,-32.86791229248047,121,3336,latin,Latein,775,hunting,jagen,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-11.452461242675781,-34.190120697021484,122,503,expected,erwartet,2086,recorded,aufgezeichnet,38,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.804302215576172,-23.83112335205078,123,2407,higher,höher,2251,none,keiner,45,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.165617942810059,-29.199512481689453,124,880,question,frage,600,knowledge,wissen,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-8.50400447845459,-23.26229476928711,125,3512,deceased,verstorben,3257,brunswick,Braunschweig,41,:,predictive_token
4,pre_label_token,english-german,train,activation,-10.0159912109375,-23.884841918945312,126,2152,own,besitzen,948,qualification,Qualifikation,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.73397159576416,-31.127077102661133,127,1841,incumbent,Amtsinhaber,477,edit,bearbeiten,40,:,predictive_token
4,pre_label_token,english-german,train,activation,-9.357526779174805,-27.3810977935791,128,49,boxing,boxen,490,considerably,erheblich,44,:,predictive_token
4,pre_label_token,english-german,train,activation,-7.941723346710205,-25.541790008544922,129,3088,elizabeth,Elisabeth,3257,brunswick,Braunschweig,36,:,predictive_token
4,pre_label_token,english-german,train,function_vector,-14.742573738098145,-8.084932327270508,,,,,,,,,,
4,pre_label_token,person-instrument,train,activation,10.823579788208008,15.456826210021973,0,253,Matt Riddle,guitar,156,Ethelbert Nevin,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.660368919372559,11.891092300415039,1,64,Thad Jones,trumpet,137,Ivor McMahon,violin,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.878445148468018,14.294910430908203,2,126,Homero Francesch,piano,150,William Bolcom,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.925410270690918,12.34568977355957,3,221,Isaac Stern,violin,92,Red Nichols,trumpet,44,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.22486686706543,14.217290878295898,4,146,Hank Jones,piano,321,Rex Stewart,trumpet,39,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.145896911621094,15.184024810791016,5,33,Al Schnier,guitar,60,Christopher Elton,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.607995986938477,12.451289176940918,6,199,Ryszard Bakst,piano,114,Julian Lennon,guitar,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.370318412780762,12.654052734375,7,242,Mike Scaccia,guitar,221,Isaac Stern,violin,39,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.0294928550720215,13.258824348449707,8,343,Billy Taylor,piano,45,Max Rostal,violin,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.33035945892334,14.738094329833984,9,39,Mark Knopfler,violin,217,George Martin,piano,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.584094524383545,12.316780090332031,10,109,Eric Clapton,violin,171,Len Tuckey,guitar,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.548748016357422,14.669143676757812,11,6,Pete Johnson,piano,96,Keith Sterling,piano,40,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.332481384277344,14.707883834838867,12,301,Seth Lakeman,violin,230,Jean-Joseph de Mondonville,violin,48,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.204314231872559,10.443709373474121,13,19,Lady Gaga,piano,350,Bob Gaudio,piano,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.503396987915039,11.501301765441895,14,324,Boris Belkin,violin,203,Henri Herz,piano,39,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.9882097244262695,11.612863540649414,15,206,Ruggiero Ricci,violin,55,Mel Schacher,guitar,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.442804336547852,15.47394847869873,16,31,Cipriani Potter,piano,51,Philip Fowke,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.338418960571289,13.32675552368164,17,82,Henry Litolff,piano,221,Isaac Stern,violin,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.26652717590332,12.182757377624512,18,55,Mel Schacher,guitar,181,Edmund Neupert,piano,39,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.583403587341309,15.106840133666992,19,276,Daniel Mongrain,guitar,53,Al Haig,piano,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.187525749206543,12.95842170715332,20,214,Shmuel Ashkenasi,violin,169,John D'earth,trumpet,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.908743381500244,14.48792839050293,21,348,Gamal Abdel-Rahim,piano,30,Carl Flesch,violin,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.684239387512207,13.64024829864502,22,15,Ray Charles,piano,176,Giuseppe Tartini,violin,44,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.816096305847168,13.706441879272461,23,259,Nadia Reisenberg,piano,283,Norbert Brainin,violin,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.398794174194336,12.82415771484375,24,297,Philip Glass,piano,313,Graham Parker,guitar,40,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.525335311889648,13.738550186157227,25,173,Bennie Moten,piano,319,David Gates,violin,40,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.7954559326171875,12.126154899597168,26,5,Christopher O'Riley,piano,51,Philip Fowke,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.730441093444824,13.656545639038086,27,89,Micko Larkin,guitar,234,Matthew Tuck,guitar,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.680503845214844,13.916047096252441,28,17,Anthony Burger,piano,310,Kenneth Leighton,piano,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.754480361938477,14.9704008102417,29,323,Kye Palmer,trumpet,333,Gwilym Simcock,piano,46,:,predictive_token
4,pre_label_token,person-instrument,train,activation,4.391779899597168,12.10106372833252,30,74,Meade Lux Lewis,piano,67,Guy Picciotto,guitar,44,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.395331382751465,12.086814880371094,31,36,Lewis Kaplan,violin,65,Guto Pryce,guitar,44,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.184142112731934,14.049253463745117,32,244,Charlie Palmieri,piano,79,Gideon Klein,piano,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.072025775909424,13.416967391967773,33,209,John Petrucci,guitar,239,Paul Anka,piano,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.168574333190918,13.580224990844727,34,78,Meshell Ndegeocello,guitar,71,Ernesto Lecuona,piano,46,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.943939208984375,15.975017547607422,35,340,Soozie Tyrell,violin,317,David Isberg,guitar,40,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.133525371551514,11.498215675354004,36,300,Carolyn Franklin,piano,100,Peter Laughner,guitar,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.167252540588379,11.700063705444336,37,75,Ivar Antonsen,piano,281,Alvino Rey,guitar,44,:,predictive_token
4,pre_label_token,person-instrument,train,activation,11.866483688354492,13.271331787109375,38,286,Chris Hillman,guitar,302,Baaba Maal,guitar,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.427285194396973,14.323097229003906,39,268,Sid Page,violin,115,Arthur Rubinstein,piano,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.124612808227539,13.424110412597656,40,233,Michael Mantler,trumpet,124,Percy Grainger,piano,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,9.803842544555664,14.716272354125977,41,156,Ethelbert Nevin,piano,240,Nita Strauss,guitar,47,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.659080505371094,11.948774337768555,42,215,Geoff Eales,piano,294,Johan De Farfalla,guitar,45,:,predictive_token
4,pre_label_token,person-instrument,train,activation,6.075432777404785,11.959715843200684,43,293,Emanuel Ax,piano,106,Ricky Skaggs,guitar,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.398038387298584,12.049617767333984,44,70,Trev Thoms,guitar,225,Sylvie Courvoisier,piano,46,:,predictive_token
4,pre_label_token,person-instrument,train,activation,7.955353260040283,13.218993186950684,45,313,Graham Parker,guitar,203,Henri Herz,piano,41,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.292190551757812,14.976151466369629,46,100,Peter Laughner,guitar,175,Darol Anger,violin,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.199109077453613,11.048705101013184,47,129,Diblo Dibala,guitar,92,Red Nichols,trumpet,42,:,predictive_token
4,pre_label_token,person-instrument,train,activation,5.765681266784668,12.281082153320312,48,149,Roy Shepherd,piano,57,Yvonne Hubert,piano,47,:,predictive_token
4,pre_label_token,person-instrument,train,activation,4.826650142669678,10.547622680664062,49,296,Cat Stevens,guitar,297,Philip Glass,piano,40,:,predictive_token
4,pre_label_token,person-instrument,train,activation,10.062854766845703,14.68779468536377,50,26,Linda Brava,violin,351,Bud Scott,guitar,43,:,predictive_token
4,pre_label_token,person-instrument,train,activation,8.85272216796875,14.33494758605957,51,32,Robert Schumann,piano,223,Erik Truffaz,trumpet,42,:,predictive_token
